1627	3202343	5810640
1627	8342870	4369285
1627	7730228	4157463
1627	4511940	4587388
1627	2273480	3973756
1627	4757086	6272238
1627	8373716	8474380
1627	4021018	6625664
1627	2060440	6523767
1627	8620599	4056461
1627	1480175	6863868
1627	2874405	2203898
1627	7350429	3835732
1627	4650674	3021840
1627	424069	1315168
1627	7537603	1850858
1627	8039588	6606411
1627	4007031	69522
1627	4014834	5854847
1627	5298732	6174314
1627	600950	8433249
1627	8712580	7440143
1627	7592313	5548936
1627	7875322	4622479
1627	1167621	556888
1627	3984626	6520022
1627	536822	7096717
1627	2708750	1724699
1627	2208749	8705254
1627	6891214	30825
1627	513572	1951111
1627	7434647	2966043
1627	2641011	7571268
1627	2715015	4931931
1627	1662533	8401621
1627	8330431	7023424
1627	2873411	8163632
1627	1558240	1465445
1627	7082092	4262463
1627	8776414	3893578
1627	84259	4774559
1627	8624909	7982154
1627	1628134	4144031
1627	1662881	4635673
1627	4758678	5736830
1627	4767984	887839
1627	2360235	5202317
1627	1585480	1648873
1627	6218998	1531354
1627	3890249	3283876
1627	8893504	8573513
1627	8461113	2567439
1627	15778	5004159
1627	6270242	1072652
1627	290720	3686619
1627	8261874	417720
1627	6530708	6765017
1627	5381683	6579603
1627	3324438	4829536
1627	6899628	2567911
1627	6130915	8184348
520	2675402	1342003
520	810613	3279547
520	491884	5619379
520	4203228	8462938
520	6013116	8057365
520	7861212	4229010
520	8707956	282018
520	6316401	6364068
520	3882682	992585
520	7011055	8630661
520	1195551	6336941
520	1559609	7003210
520	4371877	4013567
520	601506	4130356
520	581455	422002
520	5822903	805415
520	2777288	1549944
520	3693789	3808384
520	7129947	8134475
520	6867724	3550003
520	1494456	4357296
520	8572068	4864343
520	2528342	3636318
520	1908262	6433270
520	2918136	1824515
520	6662941	1948423
520	8813685	1891975
520	1234678	4951563
520	8159793	784657
520	2725133	2833263
520	2464558	5800941
520	2777050	3335955
520	4920589	3430685
520	1841103	8888669
520	8212364	3311331
520	8463836	5872148
520	3957459	2536684
520	6324305	988052
520	8032523	6116195
520	3688047	1904360
520	3617507	3987989
520	5148029	3308460
520	2433144	306225
520	217712	3337624
520	7441392	7119316
520	4164636	5362927
520	6409770	1892250
520	5208466	6005782
520	4053061	7444670
520	3541958	3516109
520	1878013	5509651
520	2413722	315901
520	1651258	5913593
520	3957080	2229383
520	5432113	5752937
520	2084930	5497077
520	6929453	8381701
520	4432864	3568059
520	293915	1917348
520	1675794	3850567
520	6260511	7235314
520	8478066	5647732
520	700733	4890585
520	1194674	8667089
520	6244479	4924027
520	1405339	7263009
520	8422212	3804194
520	749504	2281269
520	399680	7972471
520	4082575	8610276
520	7202850	3119095
520	6132745	1770615
73	6604618	665676
73	5241171	8780120
73	1449856	5092598
73	2043264	7832699
73	8307280	5732461
73	3617377	2310134
73	532230	960553
73	7565529	7895444
73	5799099	4138060
73	1287833	4542130
73	8702807	3408379
73	1902150	7311297
73	1983654	5744508
73	405767	82926
73	1263989	712186
73	7487505	3025671
52	6301492	7461219
52	1411406	1772875
52	451974	3725261
52	5166295	853769
52	8666403	8010618
52	7905024	5676583
52	5121796	2766870
52	7460911	248831
52	6666423	1992516
52	8708426	4074581
52	3544408	4675320
52	1891825	2224906
52	2299933	8706067
52	8359145	848844
52	6904025	3964140
52	6327584	5542504
52	2903181	8532131
52	6627154	3078655
52	1124909	24420
52	8287884	4194165
52	2342982	7101097
52	1724013	500503
52	6106037	5840817
52	3837489	8141547
52	3667294	4662403
52	8663702	4432214
52	1393580	1449404
52	4659920	4618049
52	3210761	7274823
52	6501412	5141014
52	1842285	3437856
52	5499577	1259896
52	4241954	6753924
52	7049916	8336750
52	3520827	8086157
52	5916222	2778396
52	4867413	5604480
52	3279390	8452011
52	2273004	6384324
52	7451210	4698758
52	7567056	8380940
52	6186754	8604329
52	6531131	4547834
52	1626779	8812243
52	8734487	7232357
52	3270593	6550037
52	6334313	3953560
52	583217	3856792
52	5094107	665679
52	4521544	7543442
52	2683588	7003028
52	27248	5588442
52	7877777	6820605
52	2899758	7859044
52	7226391	2277657
52	6631621	3961167
52	6929722	8321770
52	5250225	3677224
52	3549205	4621621
52	3439552	6483257
52	7985072	6817369
52	8181291	6820875
52	2015743	1378192
52	2401834	5093810
52	6360250	2796984
52	3340537	6094033
1481	6877348	1939687
1481	6732751	3177711
1481	8872483	5916186
1481	4375934	6432669
1481	4401309	992612
1481	4466582	8374601
1481	5341211	5106263
1481	5538122	2607296
1481	8337445	6750183
1481	438018	5345689
1481	6277066	3721656
1481	1481511	3079303
1481	7865681	1288593
1481	6516874	5581976
1481	8851911	5797204
1481	5233336	1217506
1481	8080763	6278032
1481	8322618	2579564
1481	1636481	7624794
1481	8694905	8384219
1481	6569647	2753642
1481	1798195	8638367
1481	6453028	8525996
1481	4334068	3626187
1481	4350449	2602954
1481	9715	6196384
1544	5488842	7613788
1544	7365977	564260
1544	272121	4464869
1544	7570239	6367251
1544	5709807	424374
1544	569432	6895070
1544	8370400	5252669
1544	5571012	7224834
1544	8359068	5798568
1544	3207090	3948030
1544	3324420	6106957
1544	492764	7864928
1544	8334172	669439
1544	229653	6424010
1544	2896653	1876210
1544	7928088	7729850
1544	2122448	7019013
1544	1357946	1792364
1544	7783272	7427022
1544	6952910	3874479
1544	8554183	6706286
1544	6486141	1208303
1544	4888726	8813922
1544	8560813	6194078
1544	5415264	1687878
1544	578854	1364606
1544	8397070	8418999
1544	1936571	2696743
1544	1718873	4585294
1544	5556358	7872951
1544	1821113	205323
1544	1046012	2924840
1544	2683676	6280490
1544	2423984	5784065
1544	397257	8028763
1544	8881145	1235859
1544	602661	2121679
1544	698612	3976984
1544	7460393	4880214
1544	4478210	7772703
1544	8580459	7444081
1544	3649757	4358654
1544	4099111	5537156
1544	6796420	5404977
1544	8927381	4040179
1544	8702208	1445518
1544	6622203	1706764
1544	8704167	6473095
1544	6356153	425268
1544	4989119	6883565
1544	1028782	8530311
1544	6978143	2932177
1544	8618695	1193713
1544	2916505	7577173
1544	7695193	6539556
1544	7415599	7032020
1544	1297831	7498800
1544	1688599	1295534
1544	4802096	1470188
1544	2664916	4052441
1544	5663270	4103832
1544	6434526	6984037
1544	1306897	2716122
1544	1839035	3978806
1544	6656588	2670714
1544	2666007	8319998
1544	117579	3713518
1544	7467306	6361710
1544	577377	3473917
1544	5272584	1449848
1544	5853317	257530
1544	2269139	6303915
1544	3914647	2411412
1544	3781335	6563143
1544	2589372	8083411
1544	3269379	7629020
1544	2919939	6571162
1544	8685599	8373263
1439	6304860	6817131
1439	4884053	428433
1439	4748332	6176185
1439	6039694	5416210
1439	7702084	8470796
1439	773396	1783987
1439	4969764	2358279
1439	1742111	8096060
1439	2733449	3067329
1439	821071	4351859
1439	5807042	2729541
1439	1598188	5531621
1439	3433458	799794
1439	1790502	7770495
1439	5735105	1475839
1439	3550334	5929194
1439	5234179	8081437
1439	3188468	7274615
1439	4446323	852646
1439	6261189	6455445
1439	7813990	3182378
1439	5536457	3804421
25	3060318	162139
25	4419044	2011042
25	5090163	6505970
25	2056405	8434369
25	8914672	2659483
25	1936710	7908793
25	1216101	5647793
25	3047143	1806480
25	6021299	8664339
25	1721698	6341984
25	1026350	14222
25	8407215	1357366
25	2973969	6930068
25	5120849	1065828
25	2274394	4205932
25	1184777	5155477
25	4037278	8004634
25	8056146	5147944
25	3469100	5046849
25	5723228	5323023
25	8687163	945957
25	2540682	5850273
25	2838137	3418483
25	5867321	430175
25	8373613	4239421
25	4425487	7769636
25	2558325	20528
25	1924979	6053261
25	7982847	5096268
25	1029903	5912921
25	280134	1612214
25	106534	4281048
25	2627556	1266612
25	1228022	1566353
25	8534691	1914232
25	5151667	2840665
25	7696854	4202258
25	4450369	1738626
25	757908	840947
25	8184165	8477149
25	2403383	3513519
25	5439926	261592
25	1510970	4910117
25	32529	5826071
25	6401975	1517896
25	3319137	5735111
25	8336133	8637581
25	3262048	3898297
25	5742994	4842558
25	915935	2922299
25	876192	1846368
992	1096983	7168719
992	562230	5757969
992	8745118	1518678
992	2631788	2776422
992	8042275	6971252
992	8467204	4589606
992	4763889	3081583
992	1304480	1493121
992	2704754	1748161
992	3535563	8056800
992	2246706	7112473
992	4167881	4095095
992	8237195	8138798
992	8436612	1784539
992	1544100	2897488
992	4515669	2599805
992	5873090	2487263
992	5621040	8079085
992	5753765	3751041
992	7730015	6143553
992	5923591	5419369
992	5112176	7451844
992	6171281	3763130
992	561164	6460345
992	281051	8324987
992	8284628	8659746
992	1657896	6386975
992	8677835	6954076
992	7176941	3979393
992	3010329	3856771
992	5001136	8292274
244	2963542	1028525
244	2554573	3571701
244	5304991	2374203
244	7806956	1174592
244	6540137	7591637
244	4548853	4486300
244	6631734	5222504
244	3309657	4860864
244	6024510	8148371
244	3829889	7648592
244	2010750	3430130
244	5898787	7421738
244	558247	5678938
244	1711974	3502183
244	7075750	944866
244	8873320	1701134
244	7496227	7222483
244	6361784	6635774
244	6299686	7277847
244	4687808	1866790
244	2333660	5580396
244	5773253	7127591
244	5423685	1345686
244	5507535	1275318
244	43892	2348724
244	8182479	4399970
244	8788860	4684116
244	4600455	7537007
244	7071958	179077
244	691480	8588984
244	2776298	5806151
244	4687458	1904496
244	6435796	727055
244	733815	1298047
244	407583	6786708
244	504540	8552562
244	688743	5284377
244	2694574	7379222
244	5765674	8346823
244	7310395	5883168
244	4426720	1147280
244	2501755	7594894
244	7193752	3913112
244	4439128	6367611
244	1295201	2219159
244	451257	1525102
244	1834875	1786863
244	5235127	3419003
244	3135469	5068639
244	2232799	5184660
244	981103	4693217
244	6681025	2139467
244	7370761	7398298
244	1269350	3697694
244	169391	6608204
244	2290396	159617
244	2937159	3883551
244	5768560	5323697
244	1840233	4523644
1032	3760921	5857397
1032	473409	5657554
1032	3079663	558412
1032	6593295	4069386
1032	6708581	818820
1032	5365734	3089230
1032	6853495	8909162
1106	4532547	1749011
1106	5549010	4790297
