1765	0	314568	1
417	0	4254532	1
1309	0	5967911	1
1309	0	688970	1
140	0	8866037	1
477	0	1308906	1
1534	0	3570590	1
1463	0	3372171	1
1243	0	4269266	1
18	0	7089153	1
329	0	2765124	1
1577	0	7819357	1
1241	0	81066	1
727	0	8466547	1
1129	0	7549539	1
1129	0	2083852	1
885	0	1924363	1
1158	0	2000062	1
1158	0	4825438	1
1158	0	1188707	1
1158	0	7868604	1
1415	0	6465163	1
7	0	34494	1
986	0	3846268	1
372	0	7752779	1
1144	0	8295724	1
323	0	2461026	1
817	0	7137226	1
1353	0	3056165	1
1056	0	3433499	1
764	0	8183490	1
1244	0	869700	1
753	0	849374	1
23	0	1791204	1
1298	0	6688933	1
1785	0	8113110	1
1018	0	2218420	1
1018	0	1235968	1
192	0	8074171	1
1389	0	683341	1
1540	0	3793925	1
979	0	7647837	1
337	0	6469477	1
678	0	8081335	1
1162	0	5039297	1
271	0	8844915	1
1581	0	1894601	1
1717	0	8737182	1
1794	0	5320079	1
487	0	162226	1
1057	0	4018737	1
411	0	4397873	1
1017	0	5108823	1
296	0	485575	1
296	0	6782701	1
844	0	875242	1
420	0	3662551	1
960	0	3093164	1
523	0	1982868	1
325	0	8580963	1
543	0	2984213	1
1559	0	6984435	1
1258	0	1909403	1
1258	0	6145428	1
818	0	8276228	1
509	0	917341	1
768	0	2125408	1
1426	0	2827581	1
1266	0	5442687	1
1687	0	7705398	1
1687	0	432580	1
1687	0	4970747	1
1687	0	1583074	1
1687	0	4214131	1
1257	0	4494075	1
1590	0	1797027	1
1590	0	7598398	1
1590	0	6960297	1
1590	0	1208811	1
1430	0	3659449	1
1279	0	6187016	1
1196	0	5944681	1
1726	0	6895369	1
1469	0	1057600	1
510	0	4621371	1
731	0	7637240	1
925	0	3355221	1
1659	0	6436052	1
513	0	3959088	1
173	0	6277965	1
759	0	648794	1
5	0	542383	1
152	0	308581	1
1490	0	2332896	1
1053	0	5659399	1
1759	0	4377451	1
1330	0	7956297	1
289	0	4360875	1
455	0	2537958	1
260	0	2399734	1
388	0	6818460	1
898	0	184246	1
538	0	4854673	1
78	0	6931142	1
554	0	4425613	1
554	0	3066121	1
6	0	6682677	1
6	0	4023293	1
6	0	4287317	1
1126	0	7960280	1
609	0	5345935	1
751	0	8704422	1
751	0	6499469	1
993	0	3239993	1
1334	0	7902819	1
264	0	7160684	1
51	0	6795676	1
1793	0	2052118	1
1793	0	4679245	1
1793	0	8608623	1
1793	0	7084731	1
1070	0	8232606	1
1546	0	6009046	1
1235	0	4363538	1
1633	0	2990987	1
1185	0	272750	1
1610	0	2000133	1
495	0	7031483	1
189	0	7981776	1
1231	0	5868177	1
1157	0	8237717	1
1333	0	8824903	1
1136	0	8490400	1
1091	0	5140690	1
268	0	158759	1
619	0	7370506	1
684	0	3804693	1
822	0	5446763	1
988	0	1611159	1
1597	0	7866128	1
1465	0	1135818	1
1465	0	1328596	1
539	0	4221133	1
1651	0	2664953	1
377	0	8612505	1
905	0	5733874	1
207	0	1379825	1
1756	0	6073951	1
852	0	8315412	1
544	0	7426577	1
1083	0	5944628	1
1538	0	5097135	1
514	0	3337666	1
454	0	5565077	1
149	0	7725450	1
272	0	616040	1
915	0	5587555	1
1515	0	1302740	1
1192	0	8214458	1
76	0	755704	1
968	0	2743792	1
1695	0	1884103	1
1613	0	5851054	1
499	0	837793	1
499	0	8801271	1
30	0	7711685	1
255	0	58562	1
128	0	4626979	1
1189	0	6378396	1
899	0	3858550	1
747	0	3750545	1
1287	0	4759209	1
1116	0	8372095	1
1130	0	8882892	1
214	0	6019361	1
1329	0	1457649	1
282	0	8004302	1
228	0	4231512	1
535	0	6867505	1
704	0	1262425	1
9	0	4651306	1
188	0	5927473	1
601	0	3025860	1
290	0	1391894	1
290	0	910699	1
846	0	442595	1
366	0	2497961	1
1125	0	8653248	1
1148	0	7313667	1
467	0	2423069	1
1555	0	4955042	1
1555	0	858917	1
334	0	2250507	1
334	0	3425731	1
1105	0	6145833	1
1474	0	5767016	1
391	0	3399469	1
1420	0	7785346	1
1223	0	5803461	1
985	0	4242875	1
965	0	8409491	1
1331	0	6056666	1
660	0	7908077	1
922	0	6548706	1
1649	0	8216558	1
1649	0	2300239	1
37	0	3829808	1
270	0	8692965	1
352	0	8169906	1
772	0	8376594	1
1380	0	6822724	1
1206	0	2265488	1
1086	0	3846620	1
87	0	8798947	1
624	0	7542815	1
1575	0	3881933	1
1365	0	7732588	1
1621	0	7145386	1
1676	0	7675993	1
1517	0	1057009	1
1672	0	8130548	1
1274	0	2910990	1
1274	0	5393709	1
1383	0	7322041	1
1314	0	249623	1
855	0	4312828	1
153	0	2491948	1
1325	0	6412179	1
1325	0	4473281	1
1584	0	5403714	1
1506	0	3107583	1
1729	0	8669366	1
566	0	5883690	1
1714	0	26395	1
1035	0	4008483	1
81	0	900322	1
1004	0	4257278	1
194	0	6251132	1
1427	0	5527382	1
671	0	5391458	1
840	0	4190990	1
328	0	246805	1
1405	0	2237389	1
469	0	1667706	1
649	0	832316	1
1748	0	8819374	1
1039	0	8240741	1
1226	0	8529005	1
1321	0	3036237	1
1487	0	7265908	1
745	0	6335141	1
765	0	6329001	1
890	0	3533548	1
432	0	616877	1
923	0	5480116	1
315	0	6745141	1
1447	0	4679767	1
98	0	2536553	1
1514	0	4134869	1
1660	0	3255487	1
633	0	7892899	1
1150	0	2268698	1
971	0	1038131	1
227	0	4455631	1
1247	0	2700724	1
193	0	678013	1
1451	0	5866850	1
1451	0	175758	1
1742	0	7194858	1
1707	0	8115196	1
1656	0	899614	1
980	0	3460199	1
1743	0	8644347	1
399	0	8742011	1
399	0	8348049	1
131	0	154742	1
537	0	3427434	1
537	0	1659129	1
1594	0	4602377	1
900	0	2553273	1
900	0	5008824	1
333	0	4285862	1
792	0	4532178	1
792	0	7515585	1
1212	0	3617644	1
540	0	7732456	1
201	0	4897237	1
201	0	1918338	1
201	0	7253128	1
386	0	8482661	1
1381	0	7299762	1
1564	0	918381	1
1550	0	8005258	1
742	0	5271476	1
1138	0	335727	1
1666	0	1413600	1
835	0	207795	1
324	0	8492712	1
1167	0	7563671	1
828	0	681581	1
828	0	8103725	1
828	0	5872752	1
891	0	7176170	1
132	0	7477541	1
692	0	2425890	1
476	0	7526863	1
1269	0	272707	1
1256	0	3198	1
1288	0	1267305	1
1471	0	211803	1
912	0	1585414	1
994	0	1142657	1
243	0	3078684	1
1031	0	1814857	1
307	0	3817483	1
1221	0	2362327	1
875	0	2490026	1
770	0	464520	1
484	0	2296663	1
484	0	664177	1
893	0	5719564	1
363	0	3343415	1
1496	0	3211805	1
1496	0	3612115	1
1599	0	4535517	1
1508	0	2120904	1
211	0	2792867	1
174	0	5913908	1
1507	0	1683110	1
1507	0	987314	1
1507	0	2963654	1
1352	0	8309032	1
1524	0	8487836	1
1062	0	1383761	1
1385	0	4139045	1
1134	0	7625878	1
970	0	5944780	1
563	0	8564392	1
1571	0	3774812	1
549	0	1926173	1
561	0	1309347	1
119	0	5100294	1
119	0	3519643	1
119	0	2933739	1
119	0	1067747	1
496	0	4547730	1
118	0	6291620	1
1267	0	4007091	1
1267	0	5694451	1
1267	0	1051577	1
1267	0	1957155	1
154	0	1960272	1
600	0	7667655	1
600	0	8235218	1
1468	0	4060393	1
1468	0	85950	1
1468	0	1019515	1
1468	0	5503622	1
1014	0	2285740	1
1014	0	3965604	1
1014	0	7508390	1
1014	0	3980399	1
803	0	4536730	1
803	0	1047979	1
803	0	2276585	1
803	0	4778943	1
1073	0	6865891	1
197	0	7191849	1
1520	0	7575977	1
1444	0	372132	1
111	0	7243801	1
1411	0	5669860	1
901	0	7679933	1
930	0	8417582	1
291	0	4866392	1
833	0	3539054	1
401	0	5753587	1
1754	0	6052040	1
1754	0	7276882	1
676	0	3287985	1
38	0	2282000	1
1698	0	7800496	1
248	0	1223404	1
888	0	4956202	1
888	0	2391433	1
888	0	2476050	1
168	0	4358259	1
46	0	2638994	1
356	0	4837537	1
356	0	5284710	1
1069	0	3486421	1
565	0	7253377	1
575	0	8739005	1
28	0	4355931	1
28	0	7131521	1
1253	0	299261	1
771	0	7599280	1
992	0	3535563	1
1434	0	1704284	1
1527	0	2896377	1
