1765	7585705
1765	5508825
1765	8310884
1765	7105258
1765	1149326
1765	2082345
1765	6655871
1765	8787887
1765	2184079
1765	3084516
1765	6640475
1765	4121647
1765	269975
1765	2741030
1765	6784620
1765	7629123
1765	1291550
1765	6731923
1765	7440344
1765	1043855
1765	445432
1765	6437282
1765	7315824
1765	4285201
1765	6836581
1765	8561186
417	7078231
417	8752025
417	4101130
417	3429664
1309	4494077
1309	5975037
1309	8052820
1309	8561129
1309	7910854
1309	1962448
1309	5232318
1309	7609307
1309	7603613
1309	1068493
1309	3820958
1309	7101823
1309	764513
1309	1066607
1309	8174490
1309	2688635
1309	2197494
1309	7646982
1309	5045369
1309	3441572
1309	8348044
1309	5632738
1309	6103063
1309	5953809
1309	6673554
1309	4049415
1309	6406526
1309	325478
1309	6433287
1309	2190838
1309	4161714
1309	4291588
1309	3864901
1309	2628131
1309	7108700
1309	1435874
1309	1943103
1309	4745981
1309	5411748
1309	2282029
1309	4065732
140	4588161
140	4072399
140	6746765
140	553486
140	7563188
140	3185721
140	3708753
140	3565604
140	6516871
140	1300379
140	1844683
140	1362319
140	2821695
140	5470763
140	268231
140	1056048
140	8518771
140	6330000
140	608309
140	6588795
140	5013620
140	3549779
140	3037762
140	2000094
140	2091254
140	5403773
140	8394033
140	866217
140	7964070
140	3950289
140	1656533
140	1642153
140	1947549
140	1385695
140	7579654
140	3539265
140	5447626
140	5733211
140	3545156
140	8680406
140	4310784
477	591754
477	173786
477	1224757
477	3813353
477	1329590
477	1859950
477	6074216
477	4922025
477	6875299
477	7750820
477	6256485
477	6560349
477	4544821
477	3583223
477	5373271
477	8252787
477	3311726
477	7133250
477	5752987
477	2496309
477	5707552
477	5387137
477	2655082
477	8615057
477	3278871
477	7510411
477	5445608
477	4339911
477	2493398
477	3131034
477	1309929
477	6956111
477	1487297
477	7588603
477	4359544
477	5754864
477	3265923
477	8837927
477	430785
477	5662712
477	7393326
477	4757310
477	7977182
477	3897644
477	3341934
477	1184538
477	7983352
477	1524282
477	6173689
477	696501
1534	1762463
1534	4574084
1534	642299
1534	5111352
1534	6768471
1534	1430176
1534	505429
1534	1530651
1534	2255418
1534	119728
1534	6435631
1534	7328137
1534	5277092
1534	485458
1534	336426
1534	4621422
1534	6134308
1534	1234660
1534	13253
1534	2970688
1534	6729387
1534	2831829
1534	8442387
1534	3531099
1534	2065573
1534	1060269
1534	933535
1534	4095121
1534	5991432
1534	5000778
1534	8601999
1534	7914933
1534	3693753
1534	5300956
1534	3327614
1534	6264206
1534	432140
1534	5102787
1534	5999252
1534	6880975
1534	5907285
1534	4081724
1534	8214487
1534	79700
1534	6951125
1534	3015391
1534	1030262
1534	8435632
1534	7322974
1534	929389
1534	3091141
1534	6888287
1463	7640747
1463	4940281
1463	7333395
1463	2548207
1463	4063856
1463	7787357
1463	2010159
1463	3679055
1463	5804720
1463	610501
1463	7611816
1463	5928265
1463	4068679
1463	4163087
1463	2305703
1463	5139055
1463	7486312
1463	770421
1463	2724235
1243	5289070
1243	4596319
1243	8325692
1243	1591776
1243	3838883
1243	3950589
1243	3221853
1243	8353238
1243	4032128
1243	6177934
1243	8080348
1243	7324720
1243	4065628
1243	2369481
1243	4121722
1243	3943868
1243	3249869
1243	1754997
1243	7672978
1243	7086728
1243	4207346
1243	5287345
1243	1281098
1243	246893
1243	1620774
1243	6257981
1243	7959954
1243	4388893
1243	4392951
1243	3784489
1243	2213097
1243	3195474
1243	680502
1243	1176536
1243	7890662
1243	5858799
1243	4652360
1243	8419351
1243	6158247
1243	6453961
1243	4131763
1243	4939575
1243	1961410
18	5950895
18	5869727
